"#""+ESI MRM Frag=135.0V CF=0.000 DF=0.000 (245.10000 -> 209.10000) astA_AB_MRM1.d """,,
#Point,X(Minutes),Y(Counts)
4330,34.73,42.78000259
4331,34.74,42.78000259
4332,34.74,42.82000351
4333,34.75,42.92000198
4334,34.76,42.92000198
4335,34.76,42.98000336
4336,34.77,42.98000336
4337,34.78,43.04000473
4338,34.78,43.04000473
4339,34.79,43.00000381
4340,34.8,43.02000427
4341,34.8,43.04000473
4342,34.81,42.98000336
4343,34.82,42.94000244
4344,34.82,42.94000244
4345,34.83,43.00000381
4346,34.84,43.06000137
4347,34.84,43.10000229
4348,34.85,43.18000412
4349,34.86,43.26000214
4350,34.87,43.34000397
4351,34.87,43.38000488
4352,34.88,43.38000488
4353,34.89,43.38000488
4354,34.89,43.36000443
4355,34.9,43.26000214
4356,34.91,43.24000168
4357,34.91,43.20000458
4358,34.92,43.12000275
4359,34.93,43.06000137
4360,34.93,43.10000229
4361,34.94,43.12000275
4362,34.95,43.06000137
4363,34.95,43.04000473
4364,34.96,43.10000229
4365,34.97,42.98000336
4366,34.97,42.70000458
4367,34.98,43.1400032
4368,34.99,43.9600029
4369,34.99,43.22000122
